id,name,name_en,symbol,value,value_str,unit,uncertainty,temperature_K,material,burnup_range,category,subcategory,equation,notes,source_file,confidence
2016_Sun_NeutronRadiographyU10ZrSwelling_param_013,Uranium loading per pin,Uranium loading per pin,m_U,4.25,4.25,g,,,U-10Zr,,experiment,measured_parameter,,,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_014,Most probable neutron wavelength,Most probable neutron wavelength,λ,2.7,2.7,Å,,,,,irradiation,irradiation_condition,,CMRR C1 cold neutron tube,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_015,L/D ratio,L/D ratio,L/D,325.0,325,,~,,,,experiment,measured_parameter,,CMRR beam line,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_016,Sample-converter distance,Sample-converter distance,d_sc,5.0,5.0,mm,,,,,experiment,measured_parameter,,INR setup,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_017,Reactor power,Reactor power,P_reactor,15.0,15.0,MW,,,,,experiment,measured_parameter,,实验测量值; during experiment,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_018,Converter foil thickness,Converter foil thickness,t_converter,100.0,100,µm,,,Indium,,experiment,measured_parameter,,INR converter,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_019,Converter foil size,Converter foil size,A_converter,10000.0,10000,mm²,,,Indium,,experiment,measured_parameter,,100×100 mm,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_020,First exposure time (neutron),First exposure time (neutron),t_exp1,1.0,1.0,hour,,,,,irradiation,irradiation_condition,,INR step 1,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_021,Second exposure time (converter to film),Second exposure time (converter to film),t_exp2,4.0,4.0,hour,,,,,experiment,measured_parameter,,INR step 2,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_022,Imaging spatial resolution,Imaging spatial resolution,δ,50.0,50,µm,,,,,experiment,measured_parameter,,film scanner,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_023,Total macroscopic cross section of U-10Zr,Total macroscopic cross section of U-10Zr,Σ,4.1,4.1,cm⁻¹,,,U-10Zr,,irradiation,irradiation_condition,P = exp(-Σ·d_max),cold neutron,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_024,Maximum sample thickness,Maximum sample thickness,d_max,0.5,0.5,cm,,,U-10Zr,,experiment,measured_parameter,P = exp(-Σ·d_max),fuel pin,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_025,Neutron penetrability,Neutron penetrability,P,0.129,0.129,,,,U-10Zr,,irradiation,irradiation_condition,P = exp(-Σ·d_max),cold neutron through fuel pin,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_026,Type A radial swelling rate at 0.1 at%,Type A radial swelling rate at 0.1 at%,Δd/d₀,0.0,0.0,%,~0,,U-10Zr,0.1 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.1 at% burnup, no cladding",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_027,Type A axial swelling rate at 0.1 at%,Type A axial swelling rate at 0.1 at%,ΔL/L₀,0.0,0.0,%,~0,,U-10Zr,0.1 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.1 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_028,Type A radial swelling rate at 0.3 at%,Type A radial swelling rate at 0.3 at%,Δd/d₀,1.5,1.5,%,~1-2%,,U-10Zr,0.3 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.3 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_029,Type A axial swelling rate at 0.3 at%,Type A axial swelling rate at 0.3 at%,ΔL/L₀,0.25,0.25,%,~0-0.5%,,U-10Zr,0.3 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.3 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_030,Type A radial swelling rate at 0.5 at%,Type A radial swelling rate at 0.5 at%,Δd/d₀,4.5,4.5,%,~4-5%,,U-10Zr,0.5 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.5 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_031,Type A axial swelling rate at 0.5 at%,Type A axial swelling rate at 0.5 at%,ΔL/L₀,1.0,1.0,%,~1%,,U-10Zr,0.5 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.5 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_032,Type A radial swelling rate at 0.7 at%,Type A radial swelling rate at 0.7 at%,Δd/d₀,10.0,10.0,%,>10%,,U-10Zr,0.7 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.7 at% burnup, no cladding",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_033,Type A axial swelling rate at 0.7 at%,Type A axial swelling rate at 0.7 at%,ΔL/L₀,2.0,2.0,%,~2%,,U-10Zr,0.7 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type A, 0.7 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_034,Type B max swelling rate at 0.1 at%,Type B max swelling rate at 0.1 at%,Δ_max,0.0,0.0,%,~0,,U-10Zr / Zr-4 clad,0.1 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type B, 0.1 at% burnup, 1mm cladding",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_035,Type B max swelling rate at 0.3 at%,Type B max swelling rate at 0.3 at%,Δ_max,0.5,0.5,%,~0.5%,,U-10Zr / Zr-4 clad,0.3 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type B, 0.3 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_036,Type B max swelling rate at 0.5 at%,Type B max swelling rate at 0.5 at%,Δ_max,1.0,1.0,%,~1.0%,,U-10Zr / Zr-4 clad,0.5 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type B, 0.5 at% burnup",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_037,Type B max swelling rate at 0.7 at%,Type B max swelling rate at 0.7 at%,Δ_max,1.75,1.75,%,~1.75%,,U-10Zr / Zr-4 clad,0.7 at%,swelling_rate,swelling_parameter,Swelling Rate = ΔL/L₀ × 100,"Type B, 0.7 at% burnup, 1mm cladding",Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,medium
2016_Sun_NeutronRadiographyU10ZrSwelling_param_038,Neutron penetrability calculated coefficient,Neutron penetrability calculated coefficient,Σ·d_max,4.093,4.093,,,,U-10Zr,,irradiation,irradiation_condition,"P = exp(-Σ·d_max), Σ=4.093 (used in calc), d=0.5",模型计算值; calculated,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2016_Sun_NeutronRadiographyU10ZrSwelling_param_039,Neutron transmission percentage,Neutron transmission percentage,P%,12.9,12.9,%,,,U-10Zr,,irradiation,irradiation_condition,P = exp(-Σ·d_max),cold neutron through fuel pin,Sun_et_al_2016_Swelling_behavior_detection_of_irradiated_U_10Zr_alloy_fuel_using.md,high
2020_Williams_PIRT_SwellingUZr_param_001,PIRT Impact Ratio - High,PIRT Impact Ratio - High,IR_H,100.0,100,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,PIRT weighting scheme,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_002,PIRT Impact Ratio - Medium,PIRT Impact Ratio - Medium,IR_M,50.0,50,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,PIRT weighting scheme,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_003,PIRT Impact Ratio - Low,PIRT Impact Ratio - Low,IR_L,0.0,0,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,PIRT weighting scheme,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_004,PIRT Knowledge Ratio - Known,PIRT Knowledge Ratio - Known,KR_K,100.0,100,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,PIRT weighting scheme,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_005,PIRT Knowledge Ratio - Partial,PIRT Knowledge Ratio - Partial,KR_P,50.0,50,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,PIRT weighting scheme,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_006,PIRT Knowledge Ratio - Unknown,PIRT Knowledge Ratio - Unknown,KR_U,0.0,0,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,PIRT weighting scheme,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_007,PIRT Swelling Weight - External mechanical constraint,PIRT Swelling Weight - External mechanical constraint,W_sw,50.0,50,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,PIRT for swelling,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_008,PIRT Swelling Weight - Temperature,PIRT Swelling Weight - Temperature,W_sw,44.0,44,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=100, KR=56",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_009,PIRT Swelling Weight - Composition,PIRT Swelling Weight - Composition,W_sw,6.0,6,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=100, KR=94",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_010,PIRT Swelling Weight - Crystallographic texture,PIRT Swelling Weight - Crystallographic texture,W_sw,31.0,31,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=50, KR=38",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_011,PIRT Swelling Weight - Temperature gradient,PIRT Swelling Weight - Temperature gradient,W_sw,25.0,25,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=50, KR=50",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_012,PIRT Swelling Weight - Fission rate,PIRT Swelling Weight - Fission rate,W_sw,22.0,22,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=43, KR=50",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_013,PIRT Swelling Weight - Grain size pre-irradiation,PIRT Swelling Weight - Grain size pre-irradiation,W_sw,22.0,22,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=43, KR=50",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_014,PIRT Swelling Weight - Initial porosity,PIRT Swelling Weight - Initial porosity,W_sw,9.0,9,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=78, KR=89",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_015,PIRT Swelling Weight - Fission density,PIRT Swelling Weight - Fission density,W_sw,0.0,0,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=100, KR=100",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_016,PIRT Swelling Weight - Impurities,PIRT Swelling Weight - Impurities,W_sw,2.0,2,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=19, KR=88",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_017,PIRT Swelling Weight - Phase fraction,PIRT Swelling Weight - Phase fraction,W_sw,3.0,3,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for swelling, IR=14, KR=81",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_018,PIRT Redistribution Weight - External mechanical constraint,PIRT Redistribution Weight - External mechanical constraint,W_red,50.0,50,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=100, KR=50",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_019,PIRT Redistribution Weight - Temperature,PIRT Redistribution Weight - Temperature,W_red,44.0,44,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=100, KR=56",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_020,PIRT Redistribution Weight - Composition,PIRT Redistribution Weight - Composition,W_red,39.0,39,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=100, KR=61",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_021,PIRT Redistribution Weight - Crystallographic texture,PIRT Redistribution Weight - Crystallographic texture,W_red,31.0,31,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=50, KR=38",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_022,PIRT Redistribution Weight - Temperature gradient,PIRT Redistribution Weight - Temperature gradient,W_red,25.0,25,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=50, KR=50",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_023,PIRT Redistribution Weight - Fission rate,PIRT Redistribution Weight - Fission rate,W_red,24.0,24,dimensionless,,,U-Zr,,rate_theory,defect_rate,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=43, KR=44",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_024,PIRT Redistribution Weight - Grain size,PIRT Redistribution Weight - Grain size,W_red,22.0,22,dimensionless,,,U-Zr,,microstructure,microstructure_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=43, KR=50",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_025,PIRT Redistribution Weight - Initial porosity,PIRT Redistribution Weight - Initial porosity,W_red,6.0,6,dimensionless,,,U-Zr,,swelling_rate,swelling_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=50, KR=89",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_026,PIRT Redistribution Weight - Fission density,PIRT Redistribution Weight - Fission density,W_red,0.0,0,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=100, KR=100",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_027,PIRT Redistribution Weight - Impurities,PIRT Redistribution Weight - Impurities,W_red,2.0,2,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=19, KR=88",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_028,PIRT Redistribution Weight - Phase fraction,PIRT Redistribution Weight - Phase fraction,W_red,5.0,5,dimensionless,,,U-Zr,,experiment,measured_parameter,Weight = IR × (100 - KR) / 100,"PIRT for redistribution, IR=14, KR=61",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_029,Operating temperature range lower,Operating temperature range lower,T_min,550.0,550,°C,,,U-Zr,,experiment,measured_parameter,,Fast reactor,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_030,Operating temperature range upper,Operating temperature range upper,T_max,850.0,850,°C,,,U-Zr,,experiment,measured_parameter,,Fast reactor,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_031,Internal temperature gradient lower,Internal temperature gradient lower,ΔT_min,50.0,50,°C,,,U-Zr,,experiment,measured_parameter,,Centerline to cladding,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_032,Internal temperature gradient upper,Internal temperature gradient upper,ΔT_max,150.0,150,°C,,,U-Zr,,experiment,measured_parameter,,Centerline to cladding,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_033,Typical smear density,Typical smear density,ρ_smear,75.0,75,%,~75%,,U-Zr,,experiment,measured_parameter,,EBR-II standard,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_034,Fuel slug diameter (EBR-II),Fuel slug diameter (EBR-II),d_slug,0.439,0.439,cm,,,U-Zr,,experiment,measured_parameter,,"Sodium bonded, EBR-II",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_035,Cladding thickness (HT9),Cladding thickness (HT9),t_clad,0.76,0.76,cm,,,U-Zr / HT9,,experiment,measured_parameter,,EBR-II standard,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_036,Fission gas interconnection threshold,Fission gas interconnection threshold,ΔV/V_interconnect,33.0,33,% volumetric,~33%,,U-Zr,,experiment,measured_parameter,,~30% with 75% smear density,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_037,Solid fission product swelling rate,Solid fission product swelling rate,d(ΔV/V)/d(bu),1.5,1.5,% per at% burnup,~1.5%,,U-Zr,,swelling_rate,swelling_parameter,,"Volumetric, Ogata et al. 2012",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_038,Rapid swelling period upper bound,Rapid swelling period upper bound,bu_rapid,2.0,2,at% burnup,,,U-Zr,,swelling_rate,swelling_parameter,,Fission gas driven,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_039,Zr redistribution max concentration,Zr redistribution max concentration,c_Zr_max,40.0,40,wt%,~40 wt%,,U-Zr,,experiment,measured_parameter,,"Fuel center, from initial U-10Zr",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_040,Constituent redistribution Zr composition lower,Constituent redistribution Zr composition lower,c_Zr_min,4.0,4,wt%,,,U-Zr,,experiment,measured_parameter,,"Phase diagram, β/γ″ phases required",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_041,Constituent redistribution Zr composition upper,Constituent redistribution Zr composition upper,c_Zr_max_range,36.5,36.5,wt%,,,U-Zr,,experiment,measured_parameter,,"Phase diagram, β/γ″ phases required",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_042,Plenum-to-fuel ratio minimum,Plenum-to-fuel ratio minimum,V_plenum/V_fuel,1.0,1,dimensionless,>1,,U-Zr,,experiment,measured_parameter,,Prevents excessive plenum pressure,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_043,Qualified burnup (EBR-II),Qualified burnup (EBR-II),bu_qualified,10.0,10,at%,,,U-Zr,20 at%,swelling_rate,swelling_parameter,,"EBR-II qualified, demonstrated to 20 at%",Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,high
2020_Williams_PIRT_SwellingUZr_param_044,Peripheral phase boundary temperature lower,Peripheral phase boundary temperature lower,T_peripheral,550.0,550,°C,,,U-Zr,,experiment,measured_parameter,,Peripheral (cool) region,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_045,Peripheral phase boundary temperature upper,Peripheral phase boundary temperature upper,T_peripheral,650.0,650,°C,,,U-Zr,,experiment,measured_parameter,,Peripheral (cool) region,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_046,Intermediate phase boundary temperature lower,Intermediate phase boundary temperature lower,T_intermediate,650.0,650,°C,,,U-Zr,,experiment,measured_parameter,,Intermediate region,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_047,Intermediate phase boundary temperature upper,Intermediate phase boundary temperature upper,T_intermediate,750.0,750,°C,,,U-Zr,,experiment,measured_parameter,,Intermediate region,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
2020_Williams_PIRT_SwellingUZr_param_048,Center phase boundary temperature lower,Center phase boundary temperature lower,T_center,750.0,750,°C,,,U-Zr,,experiment,measured_parameter,,Center (hot) region,Williams_et_al._2020_Assessment_of_swelling_and_constituent_redistribution_in_uranium-zirconium_fuel_using_phenomena_identification_a_2.md,medium
